J-Date,Date,Weekday,Symbol,Close
1397-11-20,2/9/2019,Saturday,سکه امامی,42340000
1397-11-22,2/11/2019,Monday,سکه امامی,42770000
1397-11-23,2/12/2019,Tuesday,سکه امامی,42935000
1397-11-24,2/13/2019,Wednesday,سکه امامی,42490000
1397-11-26,2/15/2019,Friday,سکه امامی,43235000
1397-11-27,2/16/2019,Saturday,سکه امامی,43625000
1397-11-28,2/17/2019,Sunday,سکه امامی,44480000
1397-11-29,2/18/2019,Monday,سکه امامی,44835000
1397-11-30,2/19/2019,Tuesday,سکه امامی,45970000
1397-12-01,2/20/2019,Wednesday,سکه امامی,45960000
1397-12-03,2/22/2019,Friday,سکه امامی,46990000
1397-12-04,2/23/2019,Saturday,سکه امامی,47895000
1397-12-05,2/24/2019,Sunday,سکه امامی,46480000
1397-12-06,2/25/2019,Monday,سکه امامی,46630000
1397-12-07,2/26/2019,Tuesday,سکه امامی,46400000
1397-12-08,2/27/2019,Wednesday,سکه امامی,46100000
1397-12-10,3/1/2019,Friday,سکه امامی,45990000
1397-12-11,3/2/2019,Saturday,سکه امامی,44670000
1397-12-12,3/3/2019,Sunday,سکه امامی,44180000
1397-12-13,3/4/2019,Monday,سکه امامی,45100000
1397-12-14,3/5/2019,Tuesday,سکه امامی,44990000
1397-12-15,3/6/2019,Wednesday,سکه امامی,44560000
1397-12-17,3/8/2019,Friday,سکه امامی,45490000
1397-12-18,3/9/2019,Saturday,سکه امامی,44950000
1397-12-19,3/10/2019,Sunday,سکه امامی,44690000
1397-12-20,3/11/2019,Monday,سکه امامی,44580000
1397-12-21,3/12/2019,Tuesday,سکه امامی,46520000
1397-12-22,3/13/2019,Wednesday,سکه امامی,46370000
1397-12-24,3/15/2019,Friday,سکه امامی,46030000
1397-12-25,3/16/2019,Saturday,سکه امامی,45520000
1397-12-26,3/17/2019,Sunday,سکه امامی,46140000
1397-12-27,3/18/2019,Monday,سکه امامی,46620000
1398-01-04,3/24/2019,Sunday,سکه امامی,46290000
1398-01-05,3/25/2019,Monday,سکه امامی,46530000
1398-01-06,3/26/2019,Tuesday,سکه امامی,46840000
1398-01-09,3/29/2019,Friday,سکه امامی,46670000
1398-01-10,3/30/2019,Saturday,سکه امامی,46780000
1398-01-14,4/3/2019,Wednesday,سکه امامی,46560000
1398-01-16,4/5/2019,Friday,سکه امامی,47480000
1398-01-17,4/6/2019,Saturday,سکه امامی,48430000
1398-01-18,4/7/2019,Sunday,سکه امامی,49920000
1398-01-19,4/8/2019,Monday,سکه امامی,49660000
1398-01-20,4/9/2019,Tuesday,سکه امامی,48440000
1398-01-21,4/10/2019,Wednesday,سکه امامی,47760000
1398-01-23,4/12/2019,Friday,سکه امامی,47760000
1398-01-24,4/13/2019,Saturday,سکه امامی,48170000
1398-01-25,4/14/2019,Sunday,سکه امامی,48500000
1398-01-26,4/15/2019,Monday,سکه امامی,46750000
1398-01-27,4/16/2019,Tuesday,سکه امامی,47520000
1398-01-28,4/17/2019,Wednesday,سکه امامی,47250000
1398-01-30,4/19/2019,Friday,سکه امامی,47380000
1398-02-01,4/21/2019,Sunday,سکه امامی,48660000
1398-02-02,4/22/2019,Monday,سکه امامی,48530000
1398-02-03,4/23/2019,Tuesday,سکه امامی,49070000
1398-02-04,4/24/2019,Wednesday,سکه امامی,48960000
1398-02-06,4/26/2019,Friday,سکه امامی,49900000
1398-02-07,4/27/2019,Saturday,سکه امامی,50110000
1398-02-08,4/28/2019,Sunday,سکه امامی,49720000
1398-02-09,4/29/2019,Monday,سکه امامی,49610000
1398-02-10,4/30/2019,Tuesday,سکه امامی,50080000
1398-02-11,5/1/2019,Wednesday,سکه امامی,50210000
1398-02-13,5/3/2019,Friday,سکه امامی,50630000
1398-02-14,5/4/2019,Saturday,سکه امامی,50230000
1398-02-15,5/5/2019,Sunday,سکه امامی,51100000
1398-02-16,5/6/2019,Monday,سکه امامی,51260000
1398-02-17,5/7/2019,Tuesday,سکه امامی,51500000
1398-02-18,5/8/2019,Wednesday,سکه امامی,51600000
1398-02-20,5/10/2019,Friday,سکه امامی,50860000
1398-02-21,5/11/2019,Saturday,سکه امامی,49950000
1398-02-22,5/12/2019,Sunday,سکه امامی,50100000
1398-02-23,5/13/2019,Monday,سکه امامی,50480000
1398-02-24,5/14/2019,Tuesday,سکه امامی,49810000
1398-02-25,5/15/2019,Wednesday,سکه امامی,49440000
1398-02-27,5/17/2019,Friday,سکه امامی,48930000
1398-02-28,5/18/2019,Saturday,سکه امامی,48090000
1398-02-29,5/19/2019,Sunday,سکه امامی,46920000
1398-02-30,5/20/2019,Monday,سکه امامی,47310000
1398-02-31,5/21/2019,Tuesday,سکه امامی,48280000
1398-03-01,5/22/2019,Wednesday,سکه امامی,47660000
1398-03-03,5/24/2019,Friday,سکه امامی,47870000
1398-03-04,5/25/2019,Saturday,سکه امامی,48160000
1398-03-06,5/27/2019,Monday,سکه امامی,46140000
1398-03-07,5/28/2019,Tuesday,سکه امامی,46260000
1398-03-08,5/29/2019,Wednesday,سکه امامی,46240000
1398-03-10,5/31/2019,Friday,سکه امامی,46280000
1398-03-11,6/1/2019,Saturday,سکه امامی,45420000
1398-03-12,6/2/2019,Sunday,سکه امامی,45520000
1398-03-17,6/7/2019,Friday,سکه امامی,45250000
1398-03-18,6/8/2019,Saturday,سکه امامی,44660000
1398-03-19,6/9/2019,Sunday,سکه امامی,45280000
1398-03-20,6/10/2019,Monday,سکه امامی,44990000
1398-03-21,6/11/2019,Tuesday,سکه امامی,45120000
1398-03-22,6/12/2019,Wednesday,سکه امامی,45680000
1398-03-24,6/14/2019,Friday,سکه امامی,47000000
1398-03-25,6/15/2019,Saturday,سکه امامی,47550000
1398-03-26,6/16/2019,Sunday,سکه امامی,46610000
1398-03-27,6/17/2019,Monday,سکه امامی,46190000
1398-03-28,6/18/2019,Tuesday,سکه امامی,46400000
1398-03-29,6/19/2019,Wednesday,سکه امامی,47030000
1398-03-31,6/21/2019,Friday,سکه امامی,46040000
1398-04-01,6/22/2019,Saturday,سکه امامی,46970000
1398-04-02,6/23/2019,Sunday,سکه امامی,46970000
1398-04-03,6/24/2019,Monday,سکه امامی,46820000
1398-04-04,6/25/2019,Tuesday,سکه امامی,46330000
1398-04-05,6/26/2019,Wednesday,سکه امامی,46300000
1398-04-08,6/29/2019,Saturday,سکه امامی,45380000
1398-04-09,6/30/2019,Sunday,سکه امامی,45370000
1398-04-10,7/1/2019,Monday,سکه امامی,45100000
1398-04-11,7/2/2019,Tuesday,سکه امامی,45380000
1398-04-12,7/3/2019,Wednesday,سکه امامی,46020000
1398-04-14,7/5/2019,Friday,سکه امامی,46460000
1398-04-15,7/6/2019,Saturday,سکه امامی,45730000
1398-04-16,7/7/2019,Sunday,سکه امامی,45390000
1398-04-17,7/8/2019,Monday,سکه امامی,45190000
1398-04-18,7/9/2019,Tuesday,سکه امامی,45300000
1398-04-19,7/10/2019,Wednesday,سکه امامی,45230000
1398-04-21,7/12/2019,Friday,سکه امامی,43800000
1398-04-22,7/13/2019,Saturday,سکه امامی,43420000
1398-04-23,7/14/2019,Sunday,سکه امامی,41720000
1398-04-24,7/15/2019,Monday,سکه امامی,40100000
1398-04-25,7/16/2019,Tuesday,سکه امامی,40260000
1398-04-26,7/17/2019,Wednesday,سکه امامی,40050000
1398-04-28,7/19/2019,Friday,سکه امامی,41280000
1398-04-29,7/20/2019,Saturday,سکه امامی,41880000
1398-04-30,7/21/2019,Sunday,سکه امامی,42750000
1398-04-31,7/22/2019,Monday,سکه امامی,43470000
1398-05-01,7/23/2019,Tuesday,سکه امامی,41600000
1398-05-02,7/24/2019,Wednesday,سکه امامی,41060000
1398-05-04,7/26/2019,Friday,سکه امامی,42530000
1398-05-05,7/27/2019,Saturday,سکه امامی,41630000
1398-05-06,7/28/2019,Sunday,سکه امامی,41930000
1398-05-07,7/29/2019,Monday,سکه امامی,41520000
1398-05-08,7/30/2019,Tuesday,سکه امامی,40750000
1398-05-09,7/31/2019,Wednesday,سکه امامی,41230000
1398-05-11,8/2/2019,Friday,سکه امامی,41570000
1398-05-12,8/3/2019,Saturday,سکه امامی,41380000
1398-05-13,8/4/2019,Sunday,سکه امامی,42020000
1398-05-14,8/5/2019,Monday,سکه امامی,41980000
1398-05-15,8/6/2019,Tuesday,سکه امامی,42500000
1398-05-16,8/7/2019,Wednesday,سکه امامی,42130000
1398-05-18,8/9/2019,Friday,سکه امامی,41690000
1398-05-19,8/10/2019,Saturday,سکه امامی,41570000
1398-05-21,8/12/2019,Monday,سکه امامی,41730000
1398-05-22,8/13/2019,Tuesday,سکه امامی,41650000
1398-05-23,8/14/2019,Wednesday,سکه امامی,41780000
1398-05-25,8/16/2019,Friday,سکه امامی,42000000
1398-05-26,8/17/2019,Saturday,سکه امامی,41700000
1398-05-27,8/18/2019,Sunday,سکه امامی,41500000
1398-05-29,8/20/2019,Tuesday,سکه امامی,41550000
1398-05-30,8/21/2019,Wednesday,سکه امامی,41340000
1398-06-01,8/23/2019,Friday,سکه امامی,41460000
1398-06-02,8/24/2019,Saturday,سکه امامی,40790000
1398-06-03,8/25/2019,Sunday,سکه امامی,39670000
1398-06-04,8/26/2019,Monday,سکه امامی,40240000
1398-06-05,8/27/2019,Tuesday,سکه امامی,40360000
1398-06-06,8/28/2019,Wednesday,سکه امامی,40870000
1398-06-08,8/30/2019,Friday,سکه امامی,41300000
1398-06-09,8/31/2019,Saturday,سکه امامی,40820000
1398-06-10,9/1/2019,Sunday,سکه امامی,40850000
1398-06-11,9/2/2019,Monday,سکه امامی,41070000
1398-06-12,9/3/2019,Tuesday,سکه امامی,41090000
1398-06-13,9/4/2019,Wednesday,سکه امامی,41180000
1398-06-15,9/6/2019,Friday,سکه امامی,41220000
1398-06-16,9/7/2019,Saturday,سکه امامی,41260000
1398-06-19,9/10/2019,Tuesday,سکه امامی,40930000
1398-06-20,9/11/2019,Wednesday,سکه امامی,40620000
1398-06-22,9/13/2019,Friday,سکه امامی,40070000
1398-06-23,9/14/2019,Saturday,سکه امامی,39990000
1398-06-24,9/15/2019,Sunday,سکه امامی,40500000
1398-06-25,9/16/2019,Monday,سکه امامی,40210000
1398-06-26,9/17/2019,Tuesday,سکه امامی,40570000
1398-06-27,9/18/2019,Wednesday,سکه امامی,40610000
1398-06-29,9/20/2019,Friday,سکه امامی,40740000
1398-06-30,9/21/2019,Saturday,سکه امامی,40520000
1398-06-31,9/22/2019,Sunday,سکه امامی,40150000
1398-07-01,9/23/2019,Monday,سکه امامی,40310000
1398-07-02,9/24/2019,Tuesday,سکه امامی,40250000
1398-07-03,9/25/2019,Wednesday,سکه امامی,40230000
1398-07-05,9/27/2019,Friday,سکه امامی,40060000
1398-07-06,9/28/2019,Saturday,سکه امامی,40180000
1398-07-07,9/29/2019,Sunday,سکه امامی,40290000
1398-07-08,9/30/2019,Monday,سکه امامی,39820000
1398-07-09,10/1/2019,Tuesday,سکه امامی,39970000
1398-07-10,10/2/2019,Wednesday,سکه امامی,40180000
1398-07-12,10/4/2019,Friday,سکه امامی,40060000
1398-07-13,10/5/2019,Saturday,سکه امامی,40030000
1398-07-14,10/6/2019,Sunday,سکه امامی,40000000
1398-07-15,10/7/2019,Monday,سکه امامی,40090000
1398-07-16,10/8/2019,Tuesday,سکه امامی,40050000
1398-07-17,10/9/2019,Wednesday,سکه امامی,40080000
1398-07-19,10/11/2019,Friday,سکه امامی,39780000
1398-07-20,10/12/2019,Saturday,سکه امامی,39620000
1398-07-21,10/13/2019,Sunday,سکه امامی,39660000
1398-07-22,10/14/2019,Monday,سکه امامی,39690000
1398-07-23,10/15/2019,Tuesday,سکه امامی,39680000
1398-07-24,10/16/2019,Wednesday,سکه امامی,39660000
1398-07-27,10/19/2019,Saturday,سکه امامی,39590000
1398-07-28,10/20/2019,Sunday,سکه امامی,39610000
1398-07-29,10/21/2019,Monday,سکه امامی,39030000
1398-07-30,10/22/2019,Tuesday,سکه امامی,38880000
1398-08-01,10/23/2019,Wednesday,سکه امامی,38440000
1398-08-03,10/25/2019,Friday,سکه امامی,39010000
1398-08-05,10/27/2019,Sunday,سکه امامی,39180000
1398-08-07,10/29/2019,Tuesday,سکه امامی,39090000
1398-08-08,10/30/2019,Wednesday,سکه امامی,39380000
1398-08-10,11/1/2019,Friday,سکه امامی,39850000
1398-08-11,11/2/2019,Saturday,سکه امامی,39850000
1398-08-12,11/3/2019,Sunday,سکه امامی,39790000
1398-08-13,11/4/2019,Monday,سکه امامی,40030000
1398-08-15,11/6/2019,Wednesday,سکه امامی,39830000
1398-08-17,11/8/2019,Friday,سکه امامی,39660000
1398-08-18,11/9/2019,Saturday,سکه امامی,39860000
1398-08-19,11/10/2019,Sunday,سکه امامی,39870000
1398-08-20,11/11/2019,Monday,سکه امامی,40020000
1398-08-21,11/12/2019,Tuesday,سکه امامی,40430000
1398-08-22,11/13/2019,Wednesday,سکه امامی,40560000
1398-08-24,11/15/2019,Friday,سکه امامی,42100000
1398-08-25,11/16/2019,Saturday,سکه امامی,42710000
1398-08-26,11/17/2019,Sunday,سکه امامی,41930000
1398-08-27,11/18/2019,Monday,سکه امامی,41480000
1398-08-28,11/19/2019,Tuesday,سکه امامی,40830000
1398-08-29,11/20/2019,Wednesday,سکه امامی,41530000
1398-09-01,11/22/2019,Friday,سکه امامی,41700000
1398-09-02,11/23/2019,Saturday,سکه امامی,42280000
1398-09-03,11/24/2019,Sunday,سکه امامی,43060000
1398-09-04,11/25/2019,Monday,سکه امامی,42510000
1398-09-05,11/26/2019,Tuesday,سکه امامی,43240000
1398-09-06,11/27/2019,Wednesday,سکه امامی,43650000
1398-09-08,11/29/2019,Friday,سکه امامی,43450000
1398-09-09,11/30/2019,Saturday,سکه امامی,44170000
1398-09-10,12/1/2019,Sunday,سکه امامی,44060000
1398-09-11,12/2/2019,Monday,سکه امامی,44530000
1398-09-12,12/3/2019,Tuesday,سکه امامی,45410000
1398-09-13,12/4/2019,Wednesday,سکه امامی,45690000
1398-09-15,12/6/2019,Friday,سکه امامی,45890000
1398-09-16,12/7/2019,Saturday,سکه امامی,46200000
1398-09-17,12/8/2019,Sunday,سکه امامی,47000000
1398-09-18,12/9/2019,Monday,سکه امامی,46020000
1398-09-19,12/10/2019,Tuesday,سکه امامی,45340000
1398-09-20,12/11/2019,Wednesday,سکه امامی,44490000
1398-09-22,12/13/2019,Friday,سکه امامی,43210000
1398-09-23,12/14/2019,Saturday,سکه امامی,44210000
1398-09-24,12/15/2019,Sunday,سکه امامی,44710000
1398-09-25,12/16/2019,Monday,سکه امامی,44960000
1398-09-26,12/17/2019,Tuesday,سکه امامی,44110000
1398-09-27,12/18/2019,Wednesday,سکه امامی,44830000
1398-09-29,12/20/2019,Friday,سکه امامی,45590000
1398-09-30,12/21/2019,Saturday,سکه امامی,45110000
1398-10-01,12/22/2019,Sunday,سکه امامی,45410000
1398-10-02,12/23/2019,Monday,سکه امامی,45420000
1398-10-03,12/24/2019,Tuesday,سکه امامی,45720000
1398-10-04,12/25/2019,Wednesday,سکه امامی,46080000
1398-10-06,12/27/2019,Friday,سکه امامی,46040000
1398-10-07,12/28/2019,Saturday,سکه امامی,45660000
1398-10-08,12/29/2019,Sunday,سکه امامی,45830000
1398-10-09,12/30/2019,Monday,سکه امامی,46550000
1398-10-10,12/31/2019,Tuesday,سکه امامی,46300000
1398-10-11,1/1/2020,Wednesday,سکه امامی,46760000
1398-10-13,1/3/2020,Friday,سکه امامی,48990000
1398-10-14,1/4/2020,Saturday,سکه امامی,50680000
1398-10-15,1/5/2020,Sunday,سکه امامی,50840000
1398-10-16,1/6/2020,Monday,سکه امامی,51310000
1398-10-17,1/7/2020,Tuesday,سکه امامی,49310000
1398-10-18,1/8/2020,Wednesday,سکه امامی,47400000
1398-10-20,1/10/2020,Friday,سکه امامی,47000000
1398-10-21,1/11/2020,Saturday,سکه امامی,47880000
1398-10-22,1/12/2020,Sunday,سکه امامی,47760000
1398-10-23,1/13/2020,Monday,سکه امامی,48330000
1398-10-24,1/14/2020,Tuesday,سکه امامی,48570000
1398-10-25,1/15/2020,Wednesday,سکه امامی,49090000
1398-10-27,1/17/2020,Friday,سکه امامی,48430000
1398-10-28,1/18/2020,Saturday,سکه امامی,48870000
1398-10-29,1/19/2020,Sunday,سکه امامی,48890000
1398-10-30,1/20/2020,Monday,سکه امامی,48450000
1398-11-01,1/21/2020,Tuesday,سکه امامی,48740000
1398-11-02,1/22/2020,Wednesday,سکه امامی,48940000
1398-11-04,1/24/2020,Friday,سکه امامی,49260000
1398-11-05,1/25/2020,Saturday,سکه امامی,49550000
1398-11-06,1/26/2020,Sunday,سکه امامی,50120000
1398-11-07,1/27/2020,Monday,سکه امامی,50200000
1398-11-08,1/28/2020,Tuesday,سکه امامی,50200000
1398-11-09,1/29/2020,Wednesday,سکه امامی,50440000
1398-11-10,1/30/2020,Thursday,سکه امامی,50440000
1398-11-11,1/31/2020,Friday,سکه امامی,49810000
1398-11-12,2/1/2020,Saturday,سکه امامی,49930000
1398-11-13,2/2/2020,Sunday,سکه امامی,49840000
1398-11-14,2/3/2020,Monday,سکه امامی,49270000
1398-11-15,2/4/2020,Tuesday,سکه امامی,49660000
1398-11-16,2/5/2020,Wednesday,سکه امامی,49660000
1398-11-18,2/7/2020,Friday,سکه امامی,50250000
1398-11-19,2/8/2020,Saturday,سکه امامی,50650000
1398-11-20,2/9/2020,Sunday,سکه امامی,50880000
1398-11-21,2/10/2020,Monday,سکه امامی,50880000
1398-11-22,2/11/2020,Tuesday,سکه امامی,51270000
1398-11-23,2/12/2020,Wednesday,سکه امامی,50720000
1398-11-24,2/13/2020,Thursday,سکه امامی,50720000
1398-11-25,2/14/2020,Friday,سکه امامی,51990000
1398-11-26,2/15/2020,Saturday,سکه امامی,52020000
1398-11-27,2/16/2020,Sunday,سکه امامی,52300000
1398-11-28,2/17/2020,Monday,سکه امامی,52760000
1398-11-29,2/18/2020,Tuesday,سکه امامی,53060000
1398-11-30,2/19/2020,Wednesday,سکه امامی,53300000
1398-12-01,2/20/2020,Thursday,سکه امامی,53300000
1398-12-02,2/21/2020,Friday,سکه امامی,57260000
1398-12-03,2/22/2020,Saturday,سکه امامی,56710000
1398-12-04,2/23/2020,Sunday,سکه امامی,60990000
1398-12-05,2/24/2020,Monday,سکه امامی,61410000
1398-12-06,2/25/2020,Tuesday,سکه امامی,60960000
1398-12-07,2/26/2020,Wednesday,سکه امامی,60240000
1398-12-08,2/27/2020,Thursday,سکه امامی,60240000
1398-12-09,2/28/2020,Friday,سکه امامی,56600000
1398-12-10,2/29/2020,Saturday,سکه امامی,59160000
1398-12-11,3/1/2020,Sunday,سکه امامی,58960000
1398-12-12,3/2/2020,Monday,سکه امامی,58910000
1398-12-13,3/3/2020,Tuesday,سکه امامی,59210000
1398-12-14,3/4/2020,Wednesday,سکه امامی,59190000
1398-12-15,3/5/2020,Thursday,سکه امامی,59190000
1398-12-16,3/6/2020,Friday,سکه امامی,59940000
1398-12-17,3/7/2020,Saturday,سکه امامی,59940000
1398-12-18,3/8/2020,Sunday,سکه امامی,60390000
1398-12-19,3/9/2020,Monday,سکه امامی,59790000
1398-12-20,3/10/2020,Tuesday,سکه امامی,60060000
1398-12-21,3/11/2020,Wednesday,سکه امامی,60010000
1398-12-22,3/12/2020,Thursday,سکه امامی,60010000
1398-12-23,3/13/2020,Friday,سکه امامی,59660000
1398-12-24,3/14/2020,Saturday,سکه امامی,60500000
1398-12-25,3/15/2020,Sunday,سکه امامی,59940000
1398-12-26,3/16/2020,Monday,سکه امامی,60440000
1398-12-27,3/17/2020,Tuesday,سکه امامی,60280000
1398-12-28,3/18/2020,Wednesday,سکه امامی,60280000
1399-01-05,3/24/2020,Tuesday,سکه امامی,61270000
1399-01-06,3/25/2020,Wednesday,سکه امامی,61380000
1399-01-07,3/26/2020,Thursday,سکه امامی,61380000
1399-01-08,3/27/2020,Friday,سکه امامی,62350000
1399-01-09,3/28/2020,Saturday,سکه امامی,64130000
1399-01-10,3/29/2020,Sunday,سکه امامی,65070000
1399-01-11,3/30/2020,Monday,سکه امامی,64630000
1399-01-12,3/31/2020,Tuesday,سکه امامی,64630000
